1,-1,1716.5,364.89,128.96,388.88,2.0587,-1,-1,-1
1,-1,1286.3,461.78,59.629,180.89,0.43718,-1,-1,-1
1,-1,1250.8,515.62,44.948,136.84,0.43656,-1,-1,-1
1,-1,865,513,39,119,0.262,-1,-1,-1
1,-1,570.75,405.34,44.948,136.84,0.03508,-1,-1,-1
1,-1,1695.1,197.98,195.98,589.95,-0.11941,-1,-1,-1
1,-1,258.23,446.86,84.742,256.23,-0.13764,-1,-1,-1
1,-1,112.43,530.29,68.644,207.93,-0.26976,-1,-1,-1
1,-1,99.492,454.06,97.492,294.47,-0.41974,-1,-1,-1
2,-1,1716.5,364.89,128.96,388.88,1.997,-1,-1,-1
2,-1,1287.6,468.86,63.98,193.94,0.27226,-1,-1,-1
2,-1,865,513,39,119,0.24615,-1,-1,-1
2,-1,1261.4,515.45,41.871,127.61,0.2399,-1,-1,-1
2,-1,258.31,442.1,90.896,274.69,0.15136,-1,-1,-1
2,-1,1695.1,197.98,195.98,589.95,0.0086029,-1,-1,-1
2,-1,99.492,454.06,97.492,294.47,-0.062111,-1,-1,-1
2,-1,566.69,396.98,55.569,168.71,-0.44205,-1,-1,-1
3,-1,1716.5,364.89,128.96,388.88,2.2905,-1,-1,-1
3,-1,258.23,446.86,84.742,256.23,0.2666,-1,-1,-1
3,-1,1287.6,468.86,63.98,193.94,0.1474,-1,-1,-1
3,-1,113,513,79,239,0.14554,-1,-1,-1
3,-1,865,513,39,119,0.069645,-1,-1,-1
3,-1,1265,545,39,119,0.041099,-1,-1,-1
3,-1,1695.1,197.98,195.98,589.95,-0.010299,-1,-1,-1
3,-1,570.75,405.34,44.948,136.84,-0.12518,-1,-1,-1
4,-1,1716.5,364.89,128.96,388.88,2.0675,-1,-1,-1
4,-1,258.23,446.86,84.742,256.23,0.39677,-1,-1,-1
4,-1,99.492,454.06,97.492,294.47,0.27863,-1,-1,-1
4,-1,1265,545,39,119,0.23841,-1,-1,-1
4,-1,1296.4,460.65,68.644,207.93,0.043788,-1,-1,-1
4,-1,865,513,39,119,-0.010962,-1,-1,-1
