1,-1,867,171,235,606.8,1
1,-1,392,287,112.7,306.6,1
1,-1,544,257,108.6,345.2,0.999
1,-1,795,332,49,118.3,0.998
1,-1,-35,-27,405.1,1170.2,0.997
1,-1,1374,314,49.1,139.3,0.994
1,-1,1673,659,112.7,36.9,0.992
1,-1,699,337,41.6,128.2,0.991
1,-1,736,325,56.3,133.1,0.99
1,-1,1792,335,40.8,98.5,0.989
1,-1,1663,338,24.7,105.4,0.983
1,-1,1774,604,61.3,96.9,0.97
1,-1,1330,335,33.6,104.2,0.955
1,-1,1634,336,27.6,104.7,0.923
1,-1,1853,318,43,120.1,0.887
1,-1,1730,619,61.5,92.4,0.758
1,-1,1314,333,33.2,108.3,0.735
1,-1,1801,580,78.1,130,0.591
2,-1,799,327,41.5,120.8,1
2,-1,387,286,125.6,321.4,1
2,-1,879,141,223.8,641,1
2,-1,740,315,49.3,139.5,0.999
2,-1,530,260,119.2,321.2,0.999
2,-1,847,320,50,133.2,0.994
2,-1,-43,-34,393.3,1201.2,0.994
2,-1,1378,312,44.7,145.4,0.993
2,-1,698,324,43,142.5,0.993
2,-1,1675,657,100.4,43.2,0.983
2,-1,1342,341,31.6,98.5,0.979
2,-1,1765,618,63.2,95,0.973
2,-1,1794,336,38.3,100.8,0.97
2,-1,1801,603,57.4,108.3,0.967
2,-1,1324,332,37,111.4,0.966
2,-1,1728,618,69.9,95.9,0.956
2,-1,1856,321,40.8,114.6,0.948
2,-1,1816,581,76.1,121.5,0.947
2,-1,1660,338,29.3,105.5,0.94
2,-1,1639,338,28.6,100.5,0.915
2,-1,1783,307,98.6,217,0.714
2,-1,1636,533,120,174.2,0.652
2,-1,1303,334,34.8,99.7,0.495
3,-1,873,152,213.4,636,1
3,-1,788,333,46.6,123.1,1
3,-1,732,326,48.3,131.7,1
3,-1,543,256,107.6,335.4,1
3,-1,384,295,105.8,300.2,1
3,-1,700,330,41.6,137.5,0.997
3,-1,844,323,53,130.9,0.997
3,-1,1374,320,44,127.9,0.995
3,-1,-50,-28,395.5,1185.9,0.991
3,-1,1030,231,114.5,403,0.986
3,-1,1332,327,38.4,119.9,0.982
3,-1,1776,620,58.8,99.5,0.979
3,-1,1312,337,37.7,113.5,0.96
3,-1,1678,666,107.7,41.8,0.953
3,-1,1662,655,87.2,70.1,0.937
3,-1,1665,346,22.7,95.4,0.921
3,-1,1848,330,39.2,105.5,0.894
3,-1,1796,338,38.7,110.4,0.893
3,-1,1634,344,25.6,101.4,0.887
3,-1,1638,539,114.5,172.9,0.868
3,-1,1701,630,123.1,84.1,0.813
3,-1,1649,342,25.1,104.3,0.73
4,-1,381,290,112.8,313.4,1
4,-1,866,153,234.6,623.3,1
4,-1,787,335,44.7,118.3,1
4,-1,732,322,47.8,129.5,1
4,-1,531,252,111.7,343.4,1
4,-1,1772,604,78.1,125,0.998
4,-1,688,328,44.6,133.3,0.998
4,-1,1376,324,44,131.6,0.997
