1,-1,544.06,249.9,112.14,338.41,1.8821,-1,-1,-1
1,-1,402.13,275.46,104.56,315.68,1.7831,-1,-1,-1
1,-1,929.93,127.67,210.12,632.36,1.2824,-1,-1,-1
1,-1,793,329,39,119,1.19,-1,-1,-1
1,-1,1,1,341.97,1027.9,0.59027,-1,-1,-1
1,-1,864.82,276.69,90.896,274.69,0.21276,-1,-1,-1
1,-1,745,329,39,119,-0.48158,-1,-1,-1
2,-1,402.13,275.46,104.56,315.68,2.0904,-1,-1,-1
2,-1,534.53,243.51,120.26,362.77,1.4015,-1,-1,-1
2,-1,906.1,91.51,225.27,677.82,1.0757,-1,-1,-1
2,-1,791.3,322.64,44.948,136.84,0.88734,-1,-1,-1
2,-1,738.38,318.24,41.871,127.61,-0.24708,-1,-1,-1
2,-1,1,1,341.97,1027.9,-0.3292,-1,-1,-1
2,-1,845.49,233.23,104.56,315.68,-0.34506,-1,-1,-1
2,-1,389.14,239.86,148.29,446.86,-0.40773,-1,-1,-1
2,-1,433.8,929.93,51.78,157.34,-0.49957,-1,-1,-1
3,-1,381.02,275.46,104.56,315.68,2.586,-1,-1,-1
3,-1,528.8,275.46,104.56,315.68,1.7431,-1,-1,-1
3,-1,793,329,39,119,1.3937,-1,-1,-1
3,-1,887.71,127.67,210.12,632.36,0.82768,-1,-1,-1
3,-1,335.87,651.04,48.246,146.74,-0.4938,-1,-1,-1
4,-1,381.02,275.46,104.56,315.68,3.2389,-1,-1,-1
4,-1,521.43,249.9,112.14,338.41,1.9171,-1,-1,-1
4,-1,789.83,326.82,41.871,127.61,1.0697,-1,-1,-1
4,-1,906.1,136.76,225.27,677.82,0.80756,-1,-1,-1
4,-1,848.03,257.08,97.492,294.47,-0.035064,-1,-1,-1
4,-1,689,337,39,119,-0.40983,-1,-1,-1
4,-1,716.42,352.65,59.629,180.89,-0.43172,-1,-1,-1
4,-1,423.72,938.34,44.948,136.84,-0.46883,-1,-1,-1
5,-1,381.02,275.46,104.56,315.68,3.1284,-1,-1,-1
5,-1,528.8,254.35,104.56,315.68,1.6376,-1,-1,-1
5,-1,785,329,39,119,0.83718,-1,-1,-1
5,-1,874.05,98.006,241.51,726.54,0.77883,-1,-1,-1
5,-1,353,225,159,479,-0.13169,-1,-1,-1
5,-1,454.06,857.88,48.246,146.74,-0.4977,-1,-1,-1
6,-1,364.77,243.51,120.26,362.77,3.1023,-1,-1,-1
6,-1,521.43,249.9,112.14,338.41,1.7228,-1,-1,-1
6,-1,782.11,322.64,44.948,136.84,1.5277,-1,-1,-1
6,-1,874.05,98.006,241.51,726.54,0.94672,-1,-1,-1
6,-1,1664.4,532.6,84.742,256.23,-0.38407,-1,-1,-1
6,-1,726.98,313.45,44.948,136.84,-0.39849,-1,-1,-1
6,-1,781.65,430.92,55.569,168.71,-0.4172,-1,-1,-1
7,-1,364.77,243.51,120.26,362.77,3.2338,-1,-1,-1
7,-1,521.43,249.9,112.14,338.41,1.6758,-1,-1,-1
7,-1,782.11,322.64,44.948,136.84,1.319,-1,-1,-1
7,-1,887.71,127.67,210.12,632.36,0.9166,-1,-1,-1
7,-1,726.98,313.45,44.948,136.84,-0.2875,-1,-1,-1
7,-1,1664.4,532.6,84.742,256.23,-0.48048,-1,-1,-1
8,-1,363.04,249.9,112.14,338.41,3.2529,-1,-1,-1
8,-1,507.69,275.46,104.56,315.68,1.4211,-1,-1,-1
8,-1,887.71,127.67,210.12,632.36,1.2168,-1,-1,-1
8,-1,781.25,326.82,41.871,127.61,1.103,-1,-1,-1
8,-1,719.99,316.17,48.246,146.74,-0.089809,-1,-1,-1
8,-1,850.66,349.22,68.644,207.93,-0.28297,-1,-1,-1
8,-1,353,225,159,479,-0.28998,-1,-1,-1
8,-1,832.7,326.82,41.871,127.61,-0.36986,-1,-1,-1
